frame,person_detected,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,True,215.229736328125,16.647415161132812,0.9974668025970459,218.01712036132812,10.118087768554688,0.9817277193069458,206.99957275390625,13.651100158691406,0.9935552477836609,223.63169860839844,12.988151550292969,0.5615229606628418,196.27455139160156,21.487213134765625,0.9549252986907959,243.28086853027344,47.933876037597656,0.9987873435020447,194.39871215820312,54.50559997558594,0.998446524143219,258.267822265625,91.45669555664062,0.991183876991272,187.86325073242188,89.69544982910156,0.9899915456771851,254.23663330078125,131.7484130859375,0.9801217317581177,181.84889221191406,93.1596908569336,0.9829230308532715,235.9495086669922,134.3382568359375,0.9988893866539001,203.33843994140625,135.9847412109375,0.9984515905380249,240.01979064941406,197.15748596191406,0.9689558148384094,202.50001525878906,197.65744018554688,0.9606795907020569,0.0,0.0,0.41655516624450684,0.0,0.0,0.37585940957069397
1,True,215.2402801513672,16.535263061523438,0.9975298047065735,217.87545776367188,10.145103454589844,0.9822569489479065,206.99746704101562,13.553016662597656,0.9933597445487976,223.37747192382812,12.998733520507812,0.5865136384963989,196.11451721191406,21.313766479492188,0.9541143774986267,243.45301818847656,47.870941162109375,0.9990436434745789,194.96710205078125,54.04054260253906,0.9988493919372559,257.8878173828125,90.54058837890625,0.9926955699920654,187.83607482910156,89.16997528076172,0.9921866655349731,254.5453338623047,130.86691284179688,0.982673704624176,181.9867401123047,93.11974334716797,0.9858354330062866,235.9440155029297,132.15182495117188,0.9993515610694885,203.47486877441406,133.18838500976562,0.9991185069084167,240.46084594726562,189.8909149169922,0.9865726232528687,201.22125244140625,188.1409912109375,0.9831402897834778,235.63832092285156,234.3852996826172,0.6720529794692993,204.0830841064453,219.5871124267578,0.6381499767303467
2,True,219.35801696777344,11.840675354003906,0.9918026328086853,221.29931640625,5.789451599121094,0.9049751162528992,210.8021240234375,9.072952270507812,0.9848726987838745,0.0,0.0,0.20728634297847748,197.21316528320312,18.920310974121094,0.9603714942932129,243.73052978515625,46.330841064453125,0.9982805252075195,194.01136779785156,53.99586486816406,0.9975665807723999,259.8166809082031,90.64083862304688,0.9913579225540161,189.28419494628906,92.68498992919922,0.9906195402145386,254.22036743164062,132.76812744140625,0.9795799255371094,187.33970642089844,97.31167602539062,0.9842227101325989,237.11036682128906,134.52969360351562,0.9988232254981995,204.22781372070312,136.42263793945312,0.9982786178588867,238.92105102539062,195.81027221679688,0.9616885185241699,203.55345153808594,195.31643676757812,0.947160005569458,0.0,0.0,0.36018243432044983,0.0,0.0,0.2968052923679352
3,True,221.1267852783203,10.294662475585938,0.9917910099029541,223.10598754882812,4.323188781738281,0.9092113971710205,212.3694305419922,7.5914306640625,0.9853140115737915,0.0,0.0,0.2167224884033203,198.85206604003906,18.43738555908203,0.9612690806388855,246.45240783691406,47.117652893066406,0.9979518055915833,194.71543884277344,53.739723205566406,0.9971871972084045,262.0394287109375,93.28125,0.9893478155136108,189.621826171875,92.65229797363281,0.989017128944397,255.25811767578125,136.3370819091797,0.9730904698371887,188.53076171875,98.55382537841797,0.9800581932067871,238.3498077392578,141.60494995117188,0.9981786012649536,203.7490997314453,142.9847412109375,0.9973971843719482,239.1544647216797,207.70608520507812,0.9013794660568237,202.96649169921875,206.8072967529297,0.8709455728530884,0.0,0.0,0.14690440893173218,0.0,0.0,0.11712786555290222
4,True,223.438232421875,7.861030578613281,0.9843823313713074,226.0247802734375,1.1630325317382812,0.8541036248207092,214.04185485839844,4.572700500488281,0.967318594455719,0.0,0.0,0.1852056235074997,200.71731567382812,15.513389587402344,0.9219390153884888,250.4648895263672,46.45372772216797,0.9961231350898743,196.68426513671875,52.575233459472656,0.9960015416145325,266.1274108886719,95.54214477539062,0.9850366711616516,192.18887329101562,95.06265258789062,0.9877399802207947,257.4293518066406,139.8616943359375,0.9684774875640869,192.07894897460938,102.74205780029297,0.9800519943237305,239.78982543945312,146.7510528564453,0.9975507855415344,204.0198516845703,147.76895141601562,0.9967888593673706,239.12828063964844,219.8028106689453,0.8255598545074463,207.31527709960938,218.83721923828125,0.8023020029067993,0.0,0.0,0.06719593703746796,0.0,0.0,0.059259191155433655
5,True,226.80807495117188,5.189918518066406,0.9640046954154968,229.36346435546875,0.0,0.7084407806396484,217.60926818847656,2.2931747436523438,0.9230870604515076,0.0,0.0,0.1196570172905922,204.62681579589844,13.288093566894531,0.8703495264053345,253.82359313964844,44.25874328613281,0.9943670630455017,199.75897216796875,49.483821868896484,0.9932390451431274,269.59503173828125,94.83303833007812,0.9858849048614502,194.66770935058594,90.85260009765625,0.985762357711792,261.7473449707031,140.86167907714844,0.9713682532310486,193.53543090820312,99.34105682373047,0.9786074161529541,240.14447021484375,146.97122192382812,0.9974830746650696,204.1940460205078,147.576904296875,0.9963787198066711,237.0528564453125,221.52737426757812,0.8099116683006287,205.97120666503906,221.2120361328125,0.7695286273956299,0.0,0.0,0.05459071323275566,0.0,0.0,0.044821277260780334
6,True,229.83607482910156,3.9733428955078125,0.888717770576477,0.0,0.0,0.36681845784187317,221.03514099121094,0.5643157958984375,0.8003033995628357,0.0,0.0,0.049541402608156204,207.70059204101562,10.417144775390625,0.8078904747962952,258.1993713378906,42.63874816894531,0.9905904531478882,201.05044555664062,47.35381317138672,0.9893308877944946,272.60919189453125,96.349365234375,0.9867947697639465,197.74783325195312,93.02908325195312,0.9893436431884766,263.0745544433594,141.98939514160156,0.9753531813621521,196.4450225830078,98.45783996582031,0.9844138622283936,244.1580810546875,150.48269653320312,0.9973388314247131,205.57896423339844,150.44247436523438,0.9963590502738953,241.4009246826172,226.32330322265625,0.7179997563362122,204.04928588867188,224.23239135742188,0.673564612865448,0.0,0.0,0.027761727571487427,0.0,0.0,0.022819343954324722
7,True,237.98565673828125,2.4222259521484375,0.7843801975250244,0.0,0.0,0.18411923944950104,228.8478546142578,0.0,0.6545929312705994,0.0,0.0,0.021453389897942543,212.97369384765625,7.791526794433594,0.7433925271034241,263.1518249511719,41.68865203857422,0.9852173924446106,206.02072143554688,45.720855712890625,0.9794625639915466,278.4698181152344,96.35821533203125,0.9859922528266907,203.6832275390625,92.32279968261719,0.9842004179954529,264.16766357421875,143.24765014648438,0.9766206741333008,198.499755859375,96.36602020263672,0.9813918471336365,246.66629028320312,151.03077697753906,0.9971964359283447,208.48951721191406,150.167236328125,0.9955508708953857,242.81443786621094,225.72198486328125,0.7585411667823792,207.67306518554688,221.69863891601562,0.6842973232269287,0.0,0.0,0.03736208751797676,0.0,0.0,0.027128934860229492
8,True,242.2351837158203,0.463653564453125,0.7744495272636414,0.0,0.0,0.20368576049804688,233.06300354003906,0.0,0.6052168607711792,0.0,0.0,0.025689177215099335,217.60678100585938,4.574211120605469,0.6371205449104309,267.796630859375,40.72129821777344,0.9798620939254761,209.80661010742188,43.91242980957031,0.9715174436569214,282.3697814941406,95.94608306884766,0.9840684533119202,204.81692504882812,89.96054077148438,0.9788130521774292,270.51690673828125,144.71600341796875,0.9791794419288635,201.07044982910156,97.84461975097656,0.9790281653404236,247.53076171875,151.85003662109375,0.9961238503456116,209.18487548828125,150.77467346191406,0.9935460686683655,241.79202270507812,226.68165588378906,0.7507323026657104,208.3509979248047,222.7613067626953,0.6643466353416443,0.0,0.0,0.040515556931495667,0.0,0.0,0.028909247368574142
9,True,242.2047576904297,0.4518890380859375,0.7713834047317505,0.0,0.0,0.20687463879585266,233.04408264160156,0.0,0.5961300134658813,0.0,0.0,0.026566851884126663,217.65631103515625,4.444580078125,0.6192904114723206,267.89422607421875,40.54132843017578,0.9786856174468994,209.96084594726562,43.749290466308594,0.9690549969673157,282.28985595703125,95.95448303222656,0.983738899230957,205.1161651611328,89.99833679199219,0.9774043560028076,270.4638977050781,144.79544067382812,0.9789121150970459,201.1641845703125,97.90556335449219,0.9779882431030273,247.8705291748047,151.99671936035156,0.9957945346832275,209.37936401367188,150.9266815185547,0.99290931224823,242.5824432373047,226.67559814453125,0.7282653450965881,208.10928344726562,222.73216247558594,0.6348816752433777,0.0,0.0,0.0364740714430809,0.0,0.0,0.025847377255558968
