frame,person_detected,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,True,0.0,0.0,0.000652821792755276,0.0,0.0,7.751355587970465e-05,0.0,0.0,7.392437692033127e-05,0.0,0.0,0.00025153669412247837,0.0,0.0,0.0003294892667327076,0.0,0.0,0.10029396414756775,0.0,0.0,0.002769203158095479,23.959083557128906,58.96471405029297,0.9467907547950745,0.0,0.0,0.12423188239336014,58.99019241333008,124.94808959960938,0.9692468047142029,22.100675582885742,155.0657958984375,0.53287273645401,17.22857666015625,182.3308563232422,0.5106508135795593,0.0,0.0,0.10502756386995316,0.0,0.0,0.015885140746831894,0.0,0.0,0.0026768501847982407,0.0,0.0,0.0010288840858265758,0.0,0.0,0.0002931136987172067
1,True,0.0,0.0,0.0007697817054577172,0.0,0.0,0.0001490189606556669,0.0,0.0,9.225066605722532e-05,0.0,0.0,0.0006067539798095822,0.0,0.0,0.00035135989310219884,0.0,0.0,0.13692854344844818,0.0,0.0,0.001742987078614533,24.85663604736328,66.93220520019531,0.9388412833213806,0.0,0.0,0.042221538722515106,59.19425964355469,123.98568725585938,0.9574841856956482,0.0,0.0,0.27734553813934326,0.0,0.0,0.46242308616638184,0.0,0.0,0.06475777924060822,0.0,0.0,0.03977571055293083,0.0,0.0,0.004866881296038628,0.0,0.0,0.004842310678213835,0.0,0.0,0.0010759762953966856
2,True,0.0,0.0,0.0014247802319005132,0.0,0.0,0.00021681447105947882,0.0,0.0,0.00017561993445269763,0.0,0.0,0.0008551466162316501,0.0,0.0,0.0007416051812469959,0.0,0.0,0.18952132761478424,0.0,0.0,0.008584348484873772,27.6948299407959,63.14891815185547,0.9463049173355103,0.0,0.0,0.19562514126300812,57.056331634521484,127.57869720458984,0.9444186687469482,0.0,0.0,0.47622284293174744,21.709192276000977,169.99957275390625,0.6388733983039856,0.0,0.0,0.19900374114513397,0.0,0.0,0.015754690393805504,0.0,0.0,0.0034185522235929966,0.0,0.0,0.0009278365760110319,0.0,0.0,0.00032793928403407335
3,True,0.0,0.0,0.0010969155700877309,0.0,0.0,0.00016852575936354697,0.0,0.0,0.0001677238760748878,0.0,0.0,0.00043816358083859086,0.0,0.0,0.000490640290081501,0.0,0.0,0.05866030976176262,0.0,0.0,0.0025108386762440205,21.866741180419922,68.03861236572266,0.8033199906349182,0.0,0.0,0.07002899050712585,58.17580032348633,126.15525817871094,0.9039291739463806,0.0,0.0,0.3812524676322937,0.0,0.0,0.28840893507003784,0.0,0.0,0.06440751999616623,0.0,0.0,0.023684123530983925,0.0,0.0,0.005551206413656473,0.0,0.0,0.0029701993335038424,0.0,0.0,0.0010442804777994752
4,True,0.0,0.0,0.0006656902842223644,0.0,0.0,0.00010945200483547524,0.0,0.0,8.585717296227813e-05,0.0,0.0,0.0005674695712514222,0.0,0.0,0.0004781682218890637,0.0,0.0,0.13866253197193146,0.0,0.0,0.004297900013625622,27.490753173828125,74.90800476074219,0.9330357313156128,0.0,0.0,0.12436836212873459,61.70673370361328,125.51912689208984,0.9540741443634033,0.0,0.0,0.46834972500801086,11.845653533935547,176.57981872558594,0.6604219675064087,0.0,0.0,0.19426240026950836,0.0,0.0,0.05208446457982063,0.0,0.0,0.009665458463132381,0.0,0.0,0.003824830986559391,0.0,0.0,0.0011349141132086515
5,True,0.0,0.0,0.0006000082939863205,0.0,0.0,9.323302219854668e-05,0.0,0.0,8.745161903789267e-05,0.0,0.0,0.00043771060882136226,0.0,0.0,0.00042177928844466805,0.0,0.0,0.06049179285764694,0.0,0.0,0.004342309664934874,21.67835235595703,66.50325012207031,0.826581597328186,0.0,0.0,0.1337025761604309,49.17820358276367,112.96497344970703,0.9088220000267029,0.0,0.0,0.4883970320224762,10.094467163085938,172.19557189941406,0.50946444272995,0.0,0.0,0.17158310115337372,0.0,0.0,0.04300326853990555,0.0,0.0,0.012091935612261295,0.0,0.0,0.0039982725866138935,0.0,0.0,0.0015999417519196868
6,True,0.0,0.0,0.0007921283831819892,0.0,0.0,0.00013594634947367013,0.0,0.0,0.00010519798524910584,0.0,0.0,0.0005598381976597011,0.0,0.0,0.000445430661784485,0.0,0.0,0.0912952870130539,0.0,0.0,0.0034459433518350124,24.894899368286133,77.6347885131836,0.8789054751396179,0.0,0.0,0.09361084550619125,57.379493713378906,120.31645965576172,0.9242637753486633,0.0,0.0,0.40152257680892944,11.114044189453125,179.14645385742188,0.5137484669685364,0.0,0.0,0.13182999193668365,0.0,0.0,0.035665854811668396,0.0,0.0,0.007534118834882975,0.0,0.0,0.0030209249816834927,0.0,0.0,0.0009988014353439212
7,True,0.0,0.0,0.0009604119695723057,0.0,0.0,0.00016404979396611452,0.0,0.0,0.00013454363215714693,0.0,0.0,0.000592340889852494,0.0,0.0,0.00048687035450711846,0.0,0.0,0.08703701198101044,0.0,0.0,0.003474939614534378,24.923145294189453,75.66510009765625,0.8657907247543335,0.0,0.0,0.09242186695337296,57.45229721069336,121.94144439697266,0.9223874807357788,0.0,0.0,0.40247079730033875,0.0,0.0,0.48705366253852844,0.0,0.0,0.12473428249359131,0.0,0.0,0.0286873746663332,0.0,0.0,0.0060575795359909534,0.0,0.0,0.0021845500450581312,0.0,0.0,0.0007199184037744999
8,True,0.0,0.0,0.0007388300728052855,0.0,0.0,0.00012116174912080169,0.0,0.0,0.00010800320887938142,0.0,0.0,0.0004542574461083859,0.0,0.0,0.0004398754390422255,0.0,0.0,0.074656181037426,0.0,0.0,0.0030911376234143972,27.04193115234375,79.47689819335938,0.8495372533798218,0.0,0.0,0.09062335640192032,59.181617736816406,122.18814849853516,0.911923348903656,0.0,0.0,0.3953562080860138,0.0,0.0,0.47556623816490173,0.0,0.0,0.12395787239074707,0.0,0.0,0.028126776218414307,0.0,0.0,0.006253117695450783,0.0,0.0,0.002265605377033353,0.0,0.0,0.0007762666791677475
9,True,0.0,0.0,0.0005546564934775233,0.0,0.0,0.00011199228174518794,0.0,0.0,6.54135292279534e-05,0.0,0.0,0.0005798446363769472,0.0,0.0,0.00031164096435531974,0.0,0.0,0.11144540458917618,0.0,0.0,0.002312104683369398,30.518741607666016,85.73210144042969,0.911794126033783,0.0,0.0,0.06605967879295349,61.95018005371094,126.75435638427734,0.9365065097808838,0.0,0.0,0.3188228905200958,14.216593742370605,184.7476806640625,0.5809299349784851,0.0,0.0,0.13214507699012756,0.0,0.0,0.03864666819572449,0.0,0.0,0.006256105378270149,0.0,0.0,0.002653844188898802,0.0,0.0,0.0007304219179786742
10,True,0.0,0.0,0.0006133643328212202,0.0,0.0,0.00010089606075780466,0.0,0.0,9.110612882068381e-05,0.0,0.0,0.0004233646031934768,0.0,0.0,0.000416449795011431,0.0,0.0,0.06020234152674675,0.0,0.0,0.002907990012317896,23.734901428222656,71.48084259033203,0.8213592171669006,0.0,0.0,0.08654112368822098,53.27611541748047,118.01416015625,0.8983343839645386,0.0,0.0,0.383186399936676,0.0,0.0,0.45188331604003906,0.0,0.0,0.12253862619400024,0.0,0.0,0.03183398023247719,0.0,0.0,0.007636622060090303,0.0,0.0,0.0029653876554220915,0.0,0.0,0.0010696958051994443
11,True,0.0,0.0,0.0006512725376524031,0.0,0.0,0.00011914076458197087,0.0,0.0,8.195026748580858e-05,0.0,0.0,0.0004949430585838854,0.0,0.0,0.00028119259513914585,0.0,0.0,0.05107804760336876,0.0,0.0,0.002372750546783209,24.150238037109375,74.29730987548828,0.8033117055892944,0.0,0.0,0.06989884376525879,49.96946716308594,120.74186706542969,0.8970463871955872,0.0,0.0,0.34749969840049744,0.0,0.0,0.3906209468841553,0.0,0.0,0.09616648405790329,0.0,0.0,0.018973659723997116,0.0,0.0,0.0042554899118840694,0.0,0.0,0.001544710248708725,0.0,0.0,0.0005410072044469416
12,True,0.0,0.0,0.0008780804928392172,0.0,0.0,0.00017756370652932674,0.0,0.0,0.0001081331429304555,0.0,0.0,0.0007674620719626546,0.0,0.0,0.0003940784663427621,0.0,0.0,0.09609878063201904,0.0,0.0,0.0031138905324041843,29.202070236206055,86.19236755371094,0.8565695285797119,0.0,0.0,0.06533659994602203,57.80479431152344,124.87739562988281,0.9034934639930725,0.0,0.0,0.29112210869789124,0.0,0.0,0.45414841175079346,0.0,0.0,0.1037532389163971,0.0,0.0,0.023103278130292892,0.0,0.0,0.004405633080750704,0.0,0.0,0.0016191084869205952,0.0,0.0,0.0005022297264076769
